symbol,companyName,industry
UPL,UPL Limited,Pesticides & Agrochemicals
LANDMARK,Landmark Cars Limited,Auto Dealer
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Railway Wagons
MTARTECH,Mtar Technologies Limited,Other Electrical Equipment
AXITA,Axita Cotton Limited,Other Textile Products
RAJESHEXPO,Rajesh Exports Limited,Gems Jewellery And Watches
ACMESOLAR,Acme Solar Holdings Limited,Power Generation
VIPIND,VIP Industries Limited,Plastic Products - Consumer
DENTA,Denta Water and Infra Solutions Limited,Water Supply & Management
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Non Banking Financial Company (NBFC)
PSPPROJECT,PSP Projects Limited,Civil Construction
KTKBANK,The Karnataka Bank Limited,Private Sector Bank
STARHEALTH,Star Health and Allied Insurance Company Limited,General Insurance
RALLIS,Rallis India Limited,Pesticides & Agrochemicals
AUBANK,AU Small Finance Bank Limited,Other Bank
ASTRAL,Astral Limited,Plastic Products - Industrial
KEI,KEI Industries Limited,Cables - Electricals
INDIGO,InterGlobe Aviation Limited,Airline
REGAAL,Regaal Resources Limited,Other Agricultural Products
GANESHHOU,GANESH HOUSING LIMITED,Residential Commercial Projects
TASTYBITE,Tasty Bite Eatables Limited,Packaged Foods
UGROCAP,Ugro Capital Limited,Non Banking Financial Company (NBFC)
NIACL,The New India Assurance Company Limited,General Insurance
INOXWIND,Inox Wind Limited,Heavy Electrical Equipment
BAJEL,Bajel Projects Limited,Heavy Electrical Equipment
PNGSREVA,PNGS Reva Diamond Jewellery Limited,Gems Jewellery And Watches
TRENT,Trent Limited,Speciality Retail
PIRAMALFIN,Piramal Finance Limited,Non Banking Financial Company (NBFC)
FEDERALBNK,The Federal Bank  Limited,Private Sector Bank
TIMETECHNO,Time Technoplast Limited,Plastic Products - Industrial
NAZARA,Nazara Technologies Limited,Digital Entertainment
VMSTMT,VMS TMT Limited,Iron & Steel Products
UNITECH,Unitech Limited,Residential Commercial Projects
IVALUE,Ivalue Infosolutions Limited,Computers Hardware & Equipments
POWERINDIA,Hitachi Energy India Limited,Heavy Electrical Equipment
GRWRHITECH,Garware Hi-Tech Films Limited,Plastic Products - Industrial
JSL,Jindal Stainless Limited,Iron & Steel
DATAMATICS,Datamatics Global Services Limited,IT Enabled Services
AVALON,Avalon Technologies Limited,Other Electrical Equipment
EMUDHRA,eMudhra Limited,IT Enabled Services
MUFIN,Mufin Green Finance Limited,Non Banking Financial Company (NBFC)
SIGNATURE,Signatureglobal (India) Limited,Residential Commercial Projects
UTIAMC,UTI Asset Management Company Limited,Asset Management Company
IRB,IRB Infrastructure Developers Limited,Civil Construction
PTC,PTC India Limited,Power Trading
BAJFINANCE,Bajaj Finance Limited,Non Banking Financial Company (NBFC)
TATACHEM,Tata Chemicals Limited,Commodity Chemicals
TCI,Transport Corporation of India Limited,Logistics Solution Provider
CESC,CESC Limited,Integrated Power Utilities
PREMEXPLN,Premier Explosives Limited,Explosives
SAREGAMA,Saregama India Limited,Media & Entertainment
KIRLOSENG,Kirloskar Oil Engines Limited,Compressors Pumps & Diesel Engines
GODREJAGRO,Godrej Agrovet Limited,Animal Feed
KIMS,Krishna Institute of Medical Sciences Limited,Hospital
RATEGAIN,Rategain Travel Technologies Limited,Computers - Software & Consulting
CGCL,Capri Global Capital Limited,Non Banking Financial Company (NBFC)
NUVAMA,Nuvama Wealth Management Limited,Stockbroking & Allied
SGFIN,SG Finserve Limited,Non Banking Financial Company (NBFC)
REDTAPE,Redtape Limited,Footwear
DBCORP,D.B.Corp Limited,Print Media
TATAPOWER,Tata Power Company Limited,Integrated Power Utilities
RAINBOW,Rainbow Childrens Medicare Limited,Hospital
KPIGREEN,KPI Green Energy Limited,Power Generation
PGINVIT,POWERGRID Infrastructure Investment Trust,Power - Transmission
INDORAMA,Indo Rama Synthetics (India) Limited,Other Textile Products
DCM,DCM  Limited,IT Enabled Services
ZENITHSTL,Zenith Steel Pipes & Industries Limited,Iron & Steel Products
WABAG,VA Tech Wabag Limited,Water Supply & Management
KINGFA,Kingfa Science & Technology (India) Limited,Plastic Products - Industrial
MIRZAINT,Mirza International Limited,Leather And Leather Products
NAVA,NAVA LIMITED,Power Generation
HERITGFOOD,Heritage Foods Limited,Dairy Products
GNRL,Gujarat Natural Resources Limited,Oil Exploration & Production
ABDL,Allied Blenders and Distillers Limited,Breweries & Distilleries
KOTARISUG,Kothari Sugars And Chemicals Limited,Sugar
COCHINSHIP,Cochin Shipyard Limited,Ship Building & Allied Services
SBFC,SBFC Finance Limited,Non Banking Financial Company (NBFC)
MAITHANALL,Maithan Alloys Limited,Ferro & Silica Manganese
SONATSOFTW,Sonata Software Limited,Computers - Software & Consulting
FINPIPE,Finolex Industries Limited,Plastic Products - Industrial
KEYFINSERV,Keynote Financial Services Limited,Stockbroking & Allied
KANSAINER,Kansai Nerolac Paints Limited,Paints
AGARWALEYE,Dr. Agarwal's Health Care Limited,Hospital
JINDRILL,Jindal Drilling And Industries Limited,Offshore Support Solution Drilling
DEVYANI,Devyani International Limited,Restaurants
GHCL,GHCL Limited,Commodity Chemicals
TOLINS,Tolins Tyres Limited,Tyres & Rubber Products
VRLLOG,VRL Logistics Limited,Logistics Solution Provider
EXCELSOFT,Excelsoft Technologies Limited,IT Enabled Services
VENTIVE,Ventive Hospitality Limited,Hotels & Resorts
SHK,S H Kelkar and Company Limited,Specialty Chemicals
SPANDANA,Spandana Sphoorty Financial Limited,Microfinance Institutions
IRCTC,Indian Railway Catering And Tourism Corporation Limited,Tour Travel Related Services
UGARSUGAR,The Ugar Sugar Works Limited,Sugar
CYIENT,Cyient Limited,IT Enabled Services
JISLJALEQS,Jain Irrigation Systems Limited,Plastic Products - Industrial
ANDHRAPAP,ANDHRA PAPER LIMITED,Paper & Paper Products
ORKLAINDIA,Orkla India Limited,Other Food Products
NACLIND,NACL Industries Limited,Pesticides & Agrochemicals
GROWW,Billionbrains Garage Ventures Limited,Stockbroking & Allied
NIITLTD,NIIT Limited,Education
ANANTRAJ,Anant Raj Limited,Residential Commercial Projects
YATRA,Yatra Online Limited,Tour Travel Related Services
MAGADSUGAR,Magadh Sugar & Energy Limited,Sugar
CREDITACC,CREDITACCESS GRAMEEN LIMITED,Microfinance Institutions
CARTRADE,Cartrade Tech Limited,E-Retail/ E-Commerce
RAYMONDREL,Raymond Realty Limited,Residential Commercial Projects
IPL,India Pesticides Limited,Pesticides & Agrochemicals
SBICARD,SBI Cards and Payment Services Limited,Non Banking Financial Company (NBFC)
BAJAJHIND,Bajaj Hindusthan Sugar Limited,Sugar
SOUTHBANK,The South Indian Bank Limited,Private Sector Bank
BASF,BASF India Limited,Specialty Chemicals
RITES,RITES Limited,Civil Construction
ATLANTAA,ATLANTAA LIMITED,Road Assets - Toll Annuity Hybrid-Annuity
STLNETWORK,STL Networks Limited,Other Telecom Services
GREENPANEL,Greenpanel Industries Limited,Plywood Boards/ Laminates
ELECTCAST,Electrosteel Castings Limited,Iron & Steel Products
GREENPOWER,Orient Green Power Company Limited,Power Generation
KAMDHENU,Kamdhenu Limited,Iron & Steel Products
BAJAJHFL,Bajaj Housing Finance Limited,Housing Finance Company
GREENLAM,Greenlam Industries Limited,Plywood Boards/ Laminates
MOLDTKPAC,Mold-Tek Packaging Limited,Packaging
ITDC,India Tourism Development Corporation Limited,Hotels & Resorts
LTFOODS,LT Foods Limited,Other Agricultural Products
RENUKA,Shree Renuka Sugars Limited,Sugar
HEROMOTOCO,Hero MotoCorp Limited,2/3 Wheelers
PETRONET,Petronet LNG Limited,LPG/CNG/PNG/LNG Supplier
LODHA,Lodha Developers Limited,Residential Commercial Projects
EXCELINDUS,Excel Industries Limited,Specialty Chemicals
JUBLFOOD,Jubilant Foodworks Limited,Restaurants
VINATIORGA,Vinati Organics Limited,Specialty Chemicals
MARKOLINES,Markolines Pavement Technologies Limited,Civil Construction
ALMONDZ,Almondz Global Securities Limited,Stockbroking & Allied
IXIGO,Le Travenues Technology Limited,Tour Travel Related Services
APTUS,Aptus Value Housing Finance India Limited,Housing Finance Company
3IINFOLTD,3i Infotech Limited,Computers - Software & Consulting
RUCHIRA,Ruchira Papers Limited,Paper & Paper Products
TAJGVK,Taj GVK Hotels & Resorts Limited,Hotels & Resorts
ABCAPITAL,Aditya Birla Capital Limited,Investment Company
NETWORK18,Network18 Media & Investments Limited,Media & Entertainment
ASHOKA,Ashoka Buildcon Limited,Civil Construction
PIIND,PI Industries Limited,Pesticides & Agrochemicals
KARURVYSYA,Karur Vysya Bank Limited,Private Sector Bank
RPSGVENT,RPSG VENTURES LIMITED,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
KOTAKBANK,Kotak Mahindra Bank Limited,Private Sector Bank
CEIGALL,Ceigall India Limited,Civil Construction
SHAREINDIA,Share India Securities Limited,Stockbroking & Allied
CASTROLIND,Castrol India Limited,Lubricants
UNITDSPR,United Spirits Limited,Breweries & Distilleries
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Tea & Coffee
HOMEFIRST,Home First Finance Company India Limited,Housing Finance Company
EIDPARRY,EID Parry India Limited,Other Food Products
INOXINDIA,INOX India Limited,Other Industrial Products
JSWHL,JSW Holdings Limited,Investment Company
CANHLIFE,Canara HSBC Life Insurance Company Limited,Life Insurance
SJVN,SJVN Limited,Power Generation
AROGRANITE,Aro Granite Industries Limited,Granites & Marbles
FCL,Fineotex Chemical Limited,Specialty Chemicals
TATASTEEL,Tata Steel Limited,Iron & Steel
HUHTAMAKI,Huhtamaki India Limited,Packaging
CAMLINFINE,Camlin Fine Sciences Limited,Specialty Chemicals
LICI,Life Insurance Corporation Of India,Life Insurance
CUMMINSIND,Cummins India Limited,Compressors Pumps & Diesel Engines
ESSARSHPNG,Essar Shipping Limited,Shipping
KMSUGAR,K.M.Sugar Mills Limited,Sugar
RPOWER,Reliance Power Limited,Power Generation
PROTEAN,Protean eGov Technologies Limited,IT Enabled Services
VBL,Varun Beverages Limited,Other Beverages
MANINDS,Man Industries (India) Limited,Iron & Steel Products
VSSL,Vardhman Special Steels Limited,Iron & Steel Products
LAOPALA,La Opala RG Limited,Glass - Consumer
IDBI,IDBI Bank Limited,Private Sector Bank
VOLTAMP,Voltamp Transformers Limited,Heavy Electrical Equipment
ZYDUSWELL,Zydus Wellness Limited,Packaged Foods
SAIL,Steel Authority of India Limited,Iron & Steel
SPLIL,SPL Industries Limited,Trading - Textile Products
AURUM,Aurum PropTech Limited,IT Enabled Services
ESABINDIA,Esab India Limited,Other Industrial Products
DREAMFOLKS,Dreamfolks Services Limited,Airport & Airport services
CELLO,Cello World Limited,Houseware
NHPC,NHPC Limited,Power Generation
HERANBA,Heranba Industries Limited,Pesticides & Agrochemicals
UTSSAV,Utssav CZ Gold Jewels Limited,Gems Jewellery And Watches
ZODIACLOTH,Zodiac Clothing Company Limited,Garments & Apparels
LTTS,L&T Technology Services Limited,IT Enabled Services
DAMCAPITAL,Dam Capital Advisors Limited,Stockbroking & Allied
MCX,Multi Commodity Exchange of India Limited,Exchange and Data Platform
BRIGADE,Brigade Enterprises Limited,Residential Commercial Projects
BAJAJFINSV,Bajaj Finserv Limited,Holding Company
MANYAVAR,Vedant Fashions Limited,Speciality Retail
AWL,AWL Agri Business Limited,Edible Oil
GALAXYSURF,Galaxy Surfactants Limited,Specialty Chemicals
AGI,AGI Greenpac Limited,Packaging
SILVERTUC,Silver Touch Technologies Limited,Computers - Software & Consulting
THERMAX,Thermax Limited,Heavy Electrical Equipment
QUADFUTURE,Quadrant Future Tek Limited,Cables - Electricals
VSTL,Vibhor Steel Tubes Limited,Iron & Steel Products
URJA,Urja Global Limited,Other Electrical Equipment
SUPREME,Supreme Holdings & Hospitality (India) Limited,Residential Commercial Projects
PTCIL,PTC Industries Limited,Other Industrial Products
ALPEXSOLAR,Alpex Solar Limited,Other Electrical Equipment
SUNDARAM,Sundaram Multi Pap Limited,Stationary
SADBHIN,Sadbhav Infrastructure Project Limited,Civil Construction
KRITIKA,Kritika Wires Limited,Iron & Steel Products
AVL,Aditya Vision Limited,Speciality Retail
DNAMEDIA,Diligent Media Corporation Limited,Electronic Media
GRPLTD,GRP Limited,Rubber
NIVABUPA,Niva Bupa Health Insurance Company Limited,General Insurance
OILCOUNTUB,Oil Country Tubular Limited,Oil Equipment & Services
CENTEXT,Century Extrusions Limited,Aluminium Copper & Zinc Products
NDL,Nandan Denim Limited,Other Textile Products
CYBERMEDIA,Cyber Media (India) Limited,Electronic Media
HEXATRADEX,Hexa Tradex Limited,Investment Company
TVSHLTD,TVS Holdings Limited,Investment Company
POWERMECH,Power Mech Projects Limited,Civil Construction
DDEVPLSTIK,Ddev Plastiks Industries Limited,Specialty Chemicals
PDMJEPAPER,Pudumjee Paper Products Limited,Paper & Paper Products
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Hospital
NARMADA,Narmada Agrobase Limited,Animal Feed
MCLOUD,Magellanic Cloud Limited,Computers - Software & Consulting
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Gems Jewellery And Watches
INDRAMEDCO,Indraprastha Medical Corporation Limited,Hospital
SNOWMAN,Snowman Logistics Limited,Logistics Solution Provider
TATVA,Tatva Chintan Pharma Chem Limited,Specialty Chemicals
BHARATRAS,Bharat Rasayan Limited,Pesticides & Agrochemicals
PYRAMID,Pyramid Technoplast Limited,Packaging
MITTAL,Mittal Life Style Limited,Garments & Apparels
CONCOR,Container Corporation of India Limited,Logistics Solution Provider
NAVKARCORP,Navkar Corporation Limited,Logistics Solution Provider
SANATHAN,Sanathan Textiles Limited,Other Textile Products
HBSL,HB Stockholdings Limited,Non Banking Financial Company (NBFC)
GATECHDVR,GACM Technologies Limited,Other Financial Services
THOMASCOTT,Thomas Scott (India) Limited,Garments & Apparels
YESBANK,Yes Bank Limited,Private Sector Bank
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,Packaging
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,Road Transport
VADILALIND,Vadilal Industries Limited,Dairy Products
SANSTAR,Sanstar Limited,Other Agricultural Products
SARDAEN,Sarda Energy & Minerals Limited,Iron & Steel
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Iron & Steel Products
DIAMONDYD,Prataap Snacks Limited,Packaged Foods
MAXIND,Max India Limited,Holding Company
NH,Narayana Hrudayalaya Ltd.,Hospital
MANAPPURAM,Manappuram Finance Limited,Non Banking Financial Company (NBFC)
VPRPL,Vishnu Prakash R Punglia Limited,Civil Construction
BIRLAMONEY,Aditya Birla Money Limited,Stockbroking & Allied
WESTLIFE,WESTLIFE FOODWORLD LIMITED,Restaurants
BALAMINES,Balaji Amines Limited,Specialty Chemicals
GRINDWELL,Grindwell Norton Limited,Abrasives & Bearings
PLAZACABLE,Plaza Wires Limited,Cables - Electricals
SANDUMA,Sandur Manganese & Iron Ores Limited,Coal
TCIEXP,TCI Express Limited,Logistics Solution Provider
ROSSARI,Rossari Biotech Limited,Specialty Chemicals
PRABHA,Prabha Energy Limited,Oil Exploration & Production
AFIL,Akme Fintrade (India) Limited,Non Banking Financial Company (NBFC)
IFGLEXPOR,IFGL Refractories Limited,Electrodes & Refractories
STYRENIX,Styrenix Performance Materials Limited,Specialty Chemicals
KAJARIACER,Kajaria Ceramics Limited,Ceramics
METROBRAND,Metro Brands Limited,Footwear
CUB,City Union Bank Limited,Private Sector Bank
CIGNITITEC,Cigniti Technologies Limited,IT Enabled Services
EXXARO,Exxaro Tiles Limited,Ceramics
SAFARI,Safari Industries (India) Limited,Plastic Products - Consumer
AMBIKCO,Ambika Cotton Mills Limited,Other Textile Products
MRF,MRF Limited,Tyres & Rubber Products
RANEHOLDIN,Rane Holdings Limited,Holding Company
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Investment Company
FINCABLES,Finolex Cables Limited,Cables - Electricals
PNCINFRA,PNC Infratech Limited,Civil Construction
BHAGERIA,Bhageria Industries Limited,Dyes And Pigments
ROUTE,ROUTE MOBILE LIMITED,Other Telecom Services
AIIL,Authum Investment & Infrastructure Limited,Non Banking Financial Company (NBFC)
RUSTOMJEE,Keystone Realtors Limited,Residential Commercial Projects
RMC,RMC Switchgears Limited,Other Electrical Equipment
PGIL,Pearl Global Industries Limited,Garments & Apparels
ALOKINDS,Alok Industries Limited,Other Textile Products
ABB,ABB India Limited,Heavy Electrical Equipment
ESCORTS,Escorts Kubota Limited,Tractors
LICHSGFIN,LIC Housing Finance Limited,Housing Finance Company
SEAMECLTD,Seamec Limited,Shipping
BSOFT,BIRLASOFT LIMITED,Computers - Software & Consulting
TORNTPOWER,Torrent Power Limited,Integrated Power Utilities
SOBHA,Sobha Limited,Residential Commercial Projects
GICHSGFIN,GIC Housing Finance Limited,Housing Finance Company
NELCAST,Nelcast Limited,Castings & Forgings
SAKHTISUG,Sakthi Sugars Limited,Sugar
ARVIND,Arvind Limited,Garments & Apparels
ASIANPAINT,Asian Paints Limited,Paints
TECILCHEM,TECIL Chemicals and Hydro Power Limited,Commodity Chemicals
NAVNETEDUL,Navneet Education Limited,Stationary
JKPAPER,JK Paper Limited,Paper & Paper Products
VAIBHAVGBL,Vaibhav Global Limited,Gems Jewellery And Watches
SUNTV,Sun TV Network Limited,TV Broadcasting & Software Production
MAXESTATES,Max Estates Limited,Residential Commercial Projects
SAMHI,Samhi Hotels Limited,Hotels & Resorts
SFL,Sheela Foam Limited,Furniture Home Furnishing
TVSMOTOR,TVS Motor Company Limited,2/3 Wheelers
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,Specialty Chemicals
USHAMART,Usha Martin Limited,Iron & Steel Products
DBREALTY,Valor Estate Limited,Residential Commercial Projects
DIGIKORE,Digikore Studios Limited,Media & Entertainment
ADFFOODS,ADF Foods Limited,Packaged Foods
DAMODARIND,Damodar Industries Limited,Other Textile Products
ONWARDTEC,Onward Technologies Limited,IT Enabled Services
BERGEPAINT,Berger Paints (I) Limited,Paints
MHRIL,Mahindra Holidays & Resorts India Limited,Hotels & Resorts
VENKEYS,Venky's (India) Limited,Meat Products including Poultry
WIPRO,Wipro Limited,Computers - Software & Consulting
AWHCL,Antony Waste Handling Cell Limited,Waste Management
FINEORG,Fine Organic Industries Limited,Specialty Chemicals
TATAELXSI,Tata Elxsi Limited,Computers - Software & Consulting
GRMOVER,GRM Overseas Limited,Other Agricultural Products
VENUSPIPES,Venus Pipes & Tubes Limited,Iron & Steel Products
BLUEDART,Blue Dart Express Limited,Logistics Solution Provider
EQUIPPP,Equippp Social Impact Technologies Limited,Computers - Software & Consulting
AFFLE,Affle 3i Limited,IT Enabled Services
IDFCFIRSTB,IDFC First Bank Limited,Private Sector Bank
IGL,Indraprastha Gas Limited,LPG/CNG/PNG/LNG Supplier
SOMATEX,Soma Textiles & Industries Limited,Other Textile Products
FORCEMOT,FORCE MOTORS LTD,Passenger Cars & Utility Vehicles
KSOLVES,Ksolves India Limited,Computers - Software & Consulting
SHALPAINTS,Shalimar Paints Limited,Paints
CDSL,Central Depository Services (India) Limited,Depositories Clearing Houses and Other Intermediaries
BLSE,BLS E-Services Limited,IT Enabled Services
GOKEX,Gokaldas Exports Limited,Garments & Apparels
FUSION,Fusion Finance Limited,Microfinance Institutions
ALLCARGO,Allcargo Logistics Limited,Logistics Solution Provider
IRBINVIT,IRB InvIT Fund,Road Assets - Toll Annuity Hybrid-Annuity
HAPPYFORGE,Happy Forgings Limited,Castings & Forgings
SOMANYCERA,Somany Ceramics Limited,Ceramics
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Investment Company
KANANIIND,Kanani Industries Limited,Gems Jewellery And Watches
ARROWGREEN,Arrow Greentech Limited,Packaging
CYBERTECH,Cybertech Systems And Software Limited,Computers - Software & Consulting
HLVLTD,HLV LIMITED,Hotels & Resorts
ABLBL,Aditya Birla Lifestyle Brands Limited,Speciality Retail
TRACXN,Tracxn Technologies Limited,Data Processing Services
TPHQ,Teamo Productions HQ Limited,Civil Construction
ZEEMEDIA,Zee Media Corporation Limited,TV Broadcasting & Software Production
PNC,Pritish Nandy Communications Limited,Film Production Distribution & Exhibition
HARIOMPIPE,Hariom Pipe Industries Limited,Iron & Steel Products
SHRENIK,Shrenik Limited,Paper & Paper Products
PAUSHAKLTD,Paushak Limited,Specialty Chemicals
PREMIERPOL,Premier Polyfilm Limited,Plastic Products - Industrial
GAYAPROJ,Gayatri Projects Limited,Civil Construction
UMAEXPORTS,Uma Exports Limited,Trading & Distributors
GAYAHWS,Gayatri Highways Limited,Road Assets - Toll Annuity Hybrid-Annuity
SCPL,Sheetal Cool Products Limited,Dairy Products
INDIASHLTR,India Shelter Finance Corporation Limited,Housing Finance Company
VISHNU,Vishnu Chemicals Limited,Specialty Chemicals
JSWDULUX,JSW Dulux Limited,Paints
VISHWARAJ,Vishwaraj Sugar Industries Limited,Sugar
VIKASECO,Vikas EcoTech Limited,Specialty Chemicals
GLOTTIS,Glottis Limited,Logistics Solution Provider
KMEW,Knowledge Marine & Engineering Works Limited,Dredging
MAHAPE-RE,Maha Rashtra Apex Corporation Limited-RE,Other Financial Services
PRITI,Priti International Limited,Furniture Home Furnishing
HILINFRA,Highway Infrastructure Limited,Road Assets - Toll Annuity Hybrid-Annuity
ENRIN,Siemens Energy India Limited,Heavy Electrical Equipment
CLEANMAX,Clean Max Enviro Energy Solutions Limited,Power Generation
BRNL,Bharat Road Network Limited,Civil Construction
PRAXIS,Praxis Home Retail Limited,Speciality Retail
SOLARWORLD,Solarworld Energy Solutions Limited,Civil Construction
MAHASTEEL,Mahamaya Steel Industries Limited,Iron & Steel Products
SUDARSCHEM,Sudarshan Chemical Industries Limited,Dyes And Pigments
IWARE,Iware Supplychain Services Limited,Logistics Solution Provider
SAPPL,Shree Ajit Pulp & Paper Limited,Paper & Paper Products
KSL,Kalyani Steels Limited,Iron & Steel Products
BUILDPRO,Shankara Buildpro Limited,Trading & Distributors
REPL,Rudrabhishek Enterprises Limited,Real Estate related services
WPIL,WPIL Limited,Other Industrial Products
LAHOTIOV,Lahoti Overseas Limited,Trading & Distributors
TRAVELFOOD,Travel Food Services Limited,Restaurants
APOLLOTYRE,Apollo Tyres Limited,Tyres & Rubber Products
EPIGRAL,Epigral Limited,Specialty Chemicals
FEDDERSHOL,Fedders Holding Limited,Non Banking Financial Company (NBFC)
NITTAGELA,Nitta Gelatin India Limited,Specialty Chemicals
KKCL,Kewal Kiran Clothing Limited,Garments & Apparels
CEATLTD,CEAT Limited,Tyres & Rubber Products
KALYANKJIL,Kalyan Jewellers India Limited,Gems Jewellery And Watches
GREAVESCOT,Greaves Cotton Limited,Compressors Pumps & Diesel Engines
HAPPSTMNDS,Happiest Minds Technologies Limited,Computers - Software & Consulting
AAVAS,Aavas Financiers Limited,Housing Finance Company
LEMONTREE,Lemon Tree Hotels Limited,Hotels & Resorts
CARBORUNIV,Carborundum Universal Limited,Abrasives & Bearings
HITECH,Hi-Tech Pipes Limited,Iron & Steel Products
GOLDIAM,Goldiam International Limited,Gems Jewellery And Watches
ETERNAL,ETERNAL LIMITED,E-Retail/ E-Commerce
BORORENEW,BOROSIL RENEWABLES LIMITED,Glass - Industrial
SHADOWFAX,Shadowfax Technologies Limited,Logistics Solution Provider
KANCHI,Kanchi Karpooram Limited,Commodity Chemicals
NEWGEN,Newgen Software Technologies Limited,Computers - Software & Consulting
FSL,Firstsource Solutions Limited,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
KPITTECH,KPIT Technologies Limited,Computers - Software & Consulting
MOLDTECH,Mold-Tek Technologies Limited,Civil Construction
KOKUYOCMLN,Kokuyo Camlin Limited,Stationary
INDIGRID,IndiGrid Infrastructure Trust,Power - Transmission
E2E,E2E Networks Limited,IT Enabled Services
HDBFS,HDB Financial Services Limited,Non Banking Financial Company (NBFC)
SAMBHV,Sambhv Steel Tubes Limited,Iron & Steel Products
KEC,KEC International Limited,Civil Construction
HCG,Healthcare Global Enterprises Limited,Hospital
BALRAMCHIN,Balrampur Chini Mills Limited,Sugar
TI,Tilaknagar Industries Limited,Breweries & Distilleries
TEXRAIL,Texmaco Rail & Engineering Limited,Railway Wagons
WEBELSOLAR,Websol Energy System Limited,Other Electrical Equipment
AXISBANK,Axis Bank Limited,Private Sector Bank
GLOBAL,Global Education Limited,Education
WENDT,Wendt (India) Limited,Abrasives & Bearings
TARAPUR,Tarapur Transformers Limited,Heavy Electrical Equipment
RBA,Restaurant Brands Asia Limited,Restaurants
BANDHANBNK,Bandhan Bank Limited,Private Sector Bank
FIVESTAR,Five-Star Business Finance Limited,Non Banking Financial Company (NBFC)
SOLEX,Solex Energy Limited,Heavy Electrical Equipment
FISCHER,Fischer Medical Ventures Limited,Medical Equipment & Supplies
AEPL,Artemis Electricals and Projects Limited,Other Electrical Equipment
PERSISTENT,Persistent Systems Limited,Computers - Software & Consulting
CEWATER,Concord Enviro Systems Limited,Waste Management
RAILTEL,Railtel Corporation Of India Limited,Other Telecom Services
ENGINERSIN,Engineers India Limited,Civil Construction
JSWENERGY,JSW Energy Limited,Power Generation
ANURAS,Anupam Rasayan India Limited,Specialty Chemicals
SCHNEIDER,Schneider Electric Infrastructure Limited,Heavy Electrical Equipment
REDINGTON,Redington Limited,Trading & Distributors
FIRSTCRY,Brainbees Solutions Limited,E-Retail/ E-Commerce
INNOVISION,Innovision Limited,Road Assets - Toll Annuity Hybrid-Annuity
AURIONPRO,Aurionpro Solutions Limited,Computers - Software & Consulting
FABTECH,Fabtech Technologies Limited,Medical Equipment & Supplies
PCJEWELLER,PC Jeweller Limited,Gems Jewellery And Watches
EXPLEOSOL,Expleo Solutions Limited,IT Enabled Services
GOODLUCK,Goodluck India Limited,Iron & Steel Products
JUBLINGREA,Jubilant Ingrevia Limited,Specialty Chemicals
ADANIENSOL,Adani Energy Solutions Limited,Power Distribution
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Other Bank
GPPL,Gujarat Pipavav Port Limited,Port & Port services
KFINTECH,Kfin Technologies Limited,Depositories Clearing Houses and Other Intermediaries
HDFCLIFE,HDFC Life Insurance Company Limited,Life Insurance
ONMOBILE,OnMobile Global Limited,Web based media and service
JINDALSAW,Jindal Saw Limited,Iron & Steel Products
BESTAGRO,Best Agrolife Limited,Pesticides & Agrochemicals
RAYMONDLSL,Raymond Lifestyle Limited,Other Textile Products
KICL,Kalyani Investment Company Limited,Investment Company
TATATECH,Tata Technologies Limited,IT Enabled Services
TIMEX,Timex Group India Limited,Gems Jewellery And Watches
MASTEK,Mastek Limited,Computers - Software & Consulting
BYKE,The Byke Hospitality Ltd,Hotels & Resorts
PRINCEPIPE,Prince Pipes And Fittings Limited,Plastic Products - Industrial
OSWALPUMPS,Oswal Pumps Limited,Compressors Pumps & Diesel Engines
PNGJL,P N Gadgil Jewellers Limited,Gems Jewellery And Watches
KIRLOSIND,Kirloskar Industries Limited,Other Industrial Products
ELECON,Elecon Engineering Company Limited,Heavy Electrical Equipment
VARDMNPOLY,Vardhman Polytex Limited,Other Textile Products
SALZERELEC,Salzer Electronics Limited,Other Electrical Equipment
MMTC,MMTC Limited,Trading & Distributors
CERA,Cera Sanitaryware Limited,Sanitary Ware
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Investment Company
STYLEBAAZA,Baazar Style Retail Limited,Speciality Retail
LXCHEM,Laxmi Organic Industries Limited,Specialty Chemicals
KIRIINDUS,Kiri Industries Limited,Dyes And Pigments
ORIANA,Oriana Power Limited,Other Electrical Equipment
MOSCHIP,Moschip Technologies Limited,Computers Hardware & Equipments
PAGEIND,Page Industries Limited,Garments & Apparels
LOTUSDEV,Sri Lotus Developers and Realty Limited,Residential Commercial Projects
DIACABS,Diamond Power Infrastructure Limited,Other Electrical Equipment
5PAISA,5Paisa Capital Limited,Stockbroking & Allied
