symbol,companyName,industry,isin,sector,basic_industry
INDIANHUME,Indian Hume Pipe Company Limited,Industrial Products,INE323C01030,Capital Goods,Glass - Industrial
INDIANHUME,Indian Hume Pipe Company Limited,Industrial Products,INE323C01030,Capital Goods,"Aluminium, Copper & Zinc Products"
INDIANHUME,Indian Hume Pipe Company Limited,Industrial Products,INE323C01030,Capital Goods,Iron & Steel Products
INDIANHUME,Indian Hume Pipe Company Limited,Industrial Products,INE323C01030,Capital Goods,Abrasives & Bearings
INDIANHUME,Indian Hume Pipe Company Limited,Industrial Products,INE323C01030,Capital Goods,"Compressors, Pumps & Diesel Engines"
INDIANHUME,Indian Hume Pipe Company Limited,Industrial Products,INE323C01030,Capital Goods,Electrodes & Refractories
SHREERAMA,Shree Rama Multi-Tech Limited,Packaging,INE879A01019,,
IGCL,Indogulf Cropsciences Limited,Pesticides & Agrochemicals,INE05J901018,,
LANDSMILL,Landsmill Green Limited,Trading & Distributors,INE688J01023,,
KENNAMET,Kennametal India Limited,Industrial Products,INE717A01029,Capital Goods,Cables - Electricals
KENNAMET,Kennametal India Limited,Industrial Products,INE717A01029,Capital Goods,Castings & Forgings
KENNAMET,Kennametal India Limited,Industrial Products,INE717A01029,Capital Goods,Packaging
KENNAMET,Kennametal India Limited,Industrial Products,INE717A01029,Capital Goods,Plastic Products - Industrial
KENNAMET,Kennametal India Limited,Industrial Products,INE717A01029,Capital Goods,Rubber
KENNAMET,Kennametal India Limited,Industrial Products,INE717A01029,Capital Goods,Other Industrial Products
KENNAMET,Kennametal India Limited,Industrial Products,INE717A01029,Capital Goods,Glass - Industrial
KENNAMET,Kennametal India Limited,Industrial Products,INE717A01029,Capital Goods,"Aluminium, Copper & Zinc Products"
KENNAMET,Kennametal India Limited,Industrial Products,INE717A01029,Capital Goods,Iron & Steel Products
KENNAMET,Kennametal India Limited,Industrial Products,INE717A01029,Capital Goods,Abrasives & Bearings
KENNAMET,Kennametal India Limited,Industrial Products,INE717A01029,Capital Goods,"Compressors, Pumps & Diesel Engines"
KENNAMET,Kennametal India Limited,Industrial Products,INE717A01029,Capital Goods,Electrodes & Refractories
PILITA,PIL ITALICA LIFESTYLE LIMITED,Plastic Products - Consumer,INE600A01035,,
BIRLACORPN,Birla Corporation Limited,Cement & Cement Products,INE340A01012,Construction Materials,Cement & Cement Products
CONTROLPR,Control Print Limited,Computers Hardware & Equipments,INE663B01015,,
AHLUCONT,Ahluwalia Contracts (India) Limited,Civil Construction,INE758C01029,,
BALAJITELE,Balaji Telefilms Limited,Media & Entertainment,INE794B01026,,
UBL,United Breweries Limited,Breweries & Distilleries,INE686F01025,,
CANTABIL,Cantabil Retail India Limited,Garments & Apparels,INE068L01024,,
LEMERITE,Le Merite Exports Limited,Trading - Textile Products,INE0G1L01017,,
KROSS,Kross Limited,Auto Components & Equipments,INE0O6601022,Automobile and Auto Components,Auto Components & Equipments
DEEDEV,DEE Development Engineers Limited,Industrial Products,INE841L01016,Capital Goods,Cables - Electricals
DEEDEV,DEE Development Engineers Limited,Industrial Products,INE841L01016,Capital Goods,Castings & Forgings
DEEDEV,DEE Development Engineers Limited,Industrial Products,INE841L01016,Capital Goods,Packaging
DEEDEV,DEE Development Engineers Limited,Industrial Products,INE841L01016,Capital Goods,Plastic Products - Industrial
DEEDEV,DEE Development Engineers Limited,Industrial Products,INE841L01016,Capital Goods,Rubber
DEEDEV,DEE Development Engineers Limited,Industrial Products,INE841L01016,Capital Goods,Other Industrial Products
DEEDEV,DEE Development Engineers Limited,Industrial Products,INE841L01016,Capital Goods,Glass - Industrial
DEEDEV,DEE Development Engineers Limited,Industrial Products,INE841L01016,Capital Goods,"Aluminium, Copper & Zinc Products"
DEEDEV,DEE Development Engineers Limited,Industrial Products,INE841L01016,Capital Goods,Iron & Steel Products
DEEDEV,DEE Development Engineers Limited,Industrial Products,INE841L01016,Capital Goods,Abrasives & Bearings
DEEDEV,DEE Development Engineers Limited,Industrial Products,INE841L01016,Capital Goods,"Compressors, Pumps & Diesel Engines"
DEEDEV,DEE Development Engineers Limited,Industrial Products,INE841L01016,Capital Goods,Electrodes & Refractories
GRINFRA,G R Infraprojects Limited,Civil Construction,INE201P01022,,
GULFPETRO,GP Petroleums Limited,Lubricants,INE586G01017,,
JUBLCPL,Jubilant Agri and Consumer Products Limited,Specialty Chemicals,INE03CC01015,,
ELLEN,Ellenbarrie Industrial Gases Limited,Industrial Gases,INE236E01022,Capital Goods,Railway Wagons
DIFFNKG,Diffusion Engineers Limited,Other Industrial Products,INE184O01015,,
MANAKALUCO,Manaksia Aluminium Company Limited,Aluminium,INE859Q01017,,
PVP,PVP Ventures Limited,Residential Commercial Projects,INE362A01016,,
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare Service Provider,INE043W01024,Healthcare,Medical Equipment & Supplies
AEGISVOPAK,Aegis Vopak Terminals Limited,Oil Storage & Transportation,INE0INX01018,,
CENTRUM,Centrum Capital Limited,Other Financial Services,INE660C01027,,
ORIENTPPR,Orient Paper & Industries Limited,Paper & Paper Products,INE592A01026,,
SPLPETRO,Supreme Petrochem Limited,Petrochemicals,INE663A01033,Chemicals,Commodity Chemicals
MEDICAMEQ,Medicamen Biotech Limited,Pharmaceuticals,INE646B01010,Healthcare,Pharmaceuticals
MSPL,MSP Steel & Power Limited,Iron & Steel Products,INE752G01015,,
GLOBUSSPR,Globus Spirits Limited,Breweries & Distilleries,INE615I01010,,
PATANJALI,Patanjali Foods Limited,Edible Oil,INE619A01035,,
BAJAJCON,Bajaj Consumer Care Limited,Personal Care,INE933K01021,Fast Moving Consumer Goods,Personal Care
AEROENTER,Aeroflex Enterprises Limited,Iron & Steel Products,INE065D01027,,
VIDYAWIRES,Vidya Wires Limited,Aluminium Copper & Zinc Products,INE14UN01029,,
ELIN,Elin Electronics Limited,Household Appliances,INE050401020,Fast Moving Consumer Goods,Household Products
IIFLCAPS,IIFL Capital Services Limited,Stockbroking & Allied,INE489L01022,,
STAR,Strides Pharma Science Limited,Pharmaceuticals,INE939A01011,Healthcare,Pharmaceuticals
SAILIFE,Sai Life Sciences Limited,Pharmaceuticals,INE570L01029,Healthcare,Pharmaceuticals
ABREL,Aditya Birla Real Estate Limited,Residential Commercial Projects,INE055A01016,,
AARTIIND,Aarti Industries Limited,Specialty Chemicals,INE769A01020,,
GESHIP,The Great Eastern Shipping Company Limited,Shipping,INE017A01032,,
HARDWYN,Hardwyn India Limited,Furniture Home Furnishing,INE626Z01029,,
MRPL,Mangalore Refinery and Petrochemicals Limited,Refineries & Marketing,INE103A01014,,
TFCILTD,Tourism Finance Corporation of India Limited,Financial Institution,INE305A01023,Financial Services,Financial Technology (Fintech)
GRASIM,Grasim Industries Limited,Cement & Cement Products,INE047A01021,Construction Materials,Cement & Cement Products
INDOCO,Indoco Remedies Limited,Pharmaceuticals,INE873D01024,Healthcare,Pharmaceuticals
HINDUNILVR,Hindustan Unilever Limited,Diversified FMCG,INE030A01027,Fast Moving Consumer Goods,Diversified FMCG
MGL,Mahanagar Gas Limited,LPG/CNG/PNG/LNG Supplier,INE002S01010,,
GENUSPOWER,Genus Power Infrastructures Limited,Other Electrical Equipment,INE955D01029,,
ALKEM,Alkem Laboratories Limited,Pharmaceuticals,INE540L01014,Healthcare,Pharmaceuticals
CORONA,CORONA Remedies Limited,Pharmaceuticals,INE02ZQ01018,Healthcare,Pharmaceuticals
PINELABS,Pine Labs Limited,Financial Technology (Fintech),INE15B701018,Financial Services,Financial Technology (Fintech)
FRACTAL,Fractal Analytics Limited,Computers - Software & Consulting,INE212S01015,,
THELEELA,Leela Palaces Hotels & Resorts Limited,Hotels & Resorts,INE0AQ201015,,
GPIL,Godawari Power And Ispat limited,Iron & Steel Products,INE177H01039,,
SWARAJENG,Swaraj Engines Limited,Compressors Pumps & Diesel Engines,INE277A01016,,
SCHAND,S Chand And Company Limited,Printing & Publication,INE807K01035,"Media, Entertainment & Publication",Printing & Publication
JINDALPOLY,Jindal Poly Films Limited,Packaging,INE197D01010,,
JUBLPHARMA,Jubilant Pharmova Limited,Pharmaceuticals,INE700A01033,Healthcare,Pharmaceuticals
AKSHOPTFBR,Aksh Optifibre Limited,Telecom - Equipment & Accessories,INE523B01011,Telecommunication,Telecom - Equipment & Accessories
PATELRMART,Patel Retail Limited,Diversified Retail,INE0R8B01010,Metals & Mining,Diversified Metals
TARIL,Transformers And Rectifiers (India) Limited,Heavy Electrical Equipment,INE763I01026,,
SUNTECK,Sunteck Realty Limited,Residential Commercial Projects,INE805D01034,,
ICIL,Indo Count Industries Limited,Other Textile Products,INE483B01026,,
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Sugar,INE562B01019,,
MARKSANS,Marksans Pharma Limited,Pharmaceuticals,INE750C01026,Healthcare,Pharmaceuticals
RUPA,Rupa & Company Limited,Garments & Apparels,INE895B01021,,
CYIENTDLM,Cyient DLM Limited,Aerospace & Defense,INE055S01018,Capital Goods,Aerospace & Defense
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Pesticides & Agrochemicals,INE414D01027,,
AZAD,Azad Engineering Limited,Heavy Electrical Equipment,INE02IJ01035,,
AMAGI,Amagi Media Labs Limited,IT Enabled Services,INE121R01077,,
3PLAND,3P Land Holdings Limited,Investment Company,INE105C01023,,
PARKHOSPS,Park Medi World Limited,Hospital,INE119201023,,
GALLANTT,Gallantt Ispat Limited,Iron & Steel Products,INE297H01019,,
AFSL,Abans Financial Services Limited,Holding Company,INE00ZE01026,,
APOLLOPIPE,Apollo Pipes Limited,Plastic Products - Industrial,INE126J01016,,
INDUSINDBK,IndusInd Bank Limited,Private Sector Bank,INE095A01012,,
ALEMBICLTD,Alembic Limited,Residential Commercial Projects,INE426A01027,,
ONGC,Oil & Natural Gas Corporation Limited,Oil Exploration & Production,INE213A01029,,
BLIL,Balmer Lawrie Investments Limited,Non Banking Financial Company (NBFC),INE525F01025,,
FINKURVE,Finkurve Financial Services Limited,Non Banking Financial Company (NBFC),INE734I01027,,
SUPRAJIT,Suprajit Engineering Limited,Auto Components & Equipments,INE399C01030,Automobile and Auto Components,Auto Components & Equipments
TICL,Twamev Construction and Infrastructure Limited,Civil Construction,INE388G01026,,
ASIANTILES,Asian Granito India Limited,Ceramics,INE022I01019,,
JUNIPER,Juniper Hotels Limited,Hotels & Resorts,INE696F01016,,
MAHLIFE,Mahindra Lifespace Developers Limited,Residential Commercial Projects,INE813A01018,,
AKUMS,Akums Drugs and Pharmaceuticals Limited,Pharmaceuticals,INE09XN01023,Healthcare,Pharmaceuticals
KSCL,Kaveri Seed Company Limited,Other Agricultural Products,INE455I01029,,
KIRLOSBROS,Kirloskar Brothers Limited,Compressors Pumps & Diesel Engines,INE732A01036,,
CONCORDBIO,Concord Biotech Limited,Pharmaceuticals,INE338H01029,Healthcare,Pharmaceuticals
JARO,Jaro Institute of Technology Management and Research Limited,E-Learning,INE00YJ01010,,
XPROINDIA,Xpro India Limited,Packaging,INE445C01015,,
HCLTECH,HCL Technologies Limited,Computers - Software & Consulting,INE860A01027,,
INTENTECH,Intense Technologies Limited,IT Enabled Services,INE781A01025,,
ORISSAMINE,The Orissa Minerals Development Company Limited,Industrial Minerals,INE725E01024,Capital Goods,Railway Wagons
POLICYBZR,PB Fintech Limited,Financial Technology (Fintech),INE417T01026,Financial Services,Financial Technology (Fintech)
CHEVIOT,Cheviot Company Limited,Jute & Jute Products,INE974B01016,,
DMART,Avenue Supermarts Limited,Diversified Retail,INE192R01011,Metals & Mining,Diversified Metals
SEIL,Shanti Educational Initiatives Limited,Education,INE440T01028,,
VARDHACRLC,Vardhman Acrylics Limited,Other Textile Products,INE116G01013,,
VARROC,Varroc Engineering Limited,Auto Components & Equipments,INE665L01035,Automobile and Auto Components,Auto Components & Equipments
RPEL,Raghav Productivity Enhancers Limited,Electrodes & Refractories,INE912T01018,,
RTNINDIA,RattanIndia Enterprises Limited,E-Retail/ E-Commerce,INE834M01019,,
CLEAN,Clean Science and Technology Limited,Specialty Chemicals,INE227W01023,,
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Commodity Chemicals,INE113A01013,,
IFBIND,IFB Industries Limited,Household Appliances,INE559A01017,Fast Moving Consumer Goods,Household Products
ROTO,Roto Pumps Limited,Compressors Pumps & Diesel Engines,INE535D01037,,
COSMOFIRST,COSMO FIRST LIMITED,Packaging,INE757A01017,,
SPORTKING,Sportking India Limited,Other Textile Products,INE885H01029,,
ANTHEM,Anthem Biosciences Limited,Biotechnology,INE0CZ201020,Healthcare,Pharmaceuticals
GUFICBIO,Gufic Biosciences Limited,Pharmaceuticals,INE742B01025,Healthcare,Pharmaceuticals
KAPSTON,Kapston Services Limited,Diversified Commercial Services,INE542Z01028,Metals & Mining,Diversified Metals
SULA,Sula Vineyards Limited,Breweries & Distilleries,INE142Q01026,,
AMANTA,Amanta Healthcare Limited,Pharmaceuticals,INE084K01015,Healthcare,Pharmaceuticals
ASTRAMICRO,Astra Microwave Products Limited,Aerospace & Defense,INE386C01029,Capital Goods,Aerospace & Defense
CEREBRAINT,Cerebra Integrated Technologies Limited,Computers Hardware & Equipments,INE345B01019,,
SHANTIGOLD,Shanti Gold International Limited,Gems Jewellery And Watches,INE06ZD01017,,
AGIIL,Agi Infra Limited,Residential Commercial Projects,INE976R01033,,
DEEPINDS,Deep Industries Limited,Oil Equipment & Services,INE0FHS01024,,
CCAVENUE,AvenuesAI Limited,Financial Technology (Fintech),INE483S01020,Financial Services,Financial Technology (Fintech)
KSHINTL,KSH International Limited,Aluminium Copper & Zinc Products,INE987S01020,,
UNIMECH,Unimech Aerospace and Manufacturing Limited,Aerospace & Defense,INE0U3I01011,Capital Goods,Aerospace & Defense
BEPL,Bhansali Engineering Polymers Limited,Specialty Chemicals,INE922A01025,,
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Packaged Foods,INE495P01020,,
DRAGARWQ,Dr Agarwals Eye Hospital Limited,Hospital,INE934C01018,,
GULPOLY,Gulshan Polyols Limited,Other Agricultural Products,INE255D01024,,
VHLTD,Viceroy Hotels Limited,Hotels & Resorts,INE048C01025,,
TDPOWERSYS,TD Power Systems Limited,Heavy Electrical Equipment,INE419M01027,,
EPL,EPL Limited,Packaging,INE255A01020,,
ANUP,The Anup Engineering Limited,Industrial Products,INE294Z01018,Capital Goods,Cables - Electricals
ANUP,The Anup Engineering Limited,Industrial Products,INE294Z01018,Capital Goods,Castings & Forgings
ANUP,The Anup Engineering Limited,Industrial Products,INE294Z01018,Capital Goods,Packaging
ANUP,The Anup Engineering Limited,Industrial Products,INE294Z01018,Capital Goods,Plastic Products - Industrial
ANUP,The Anup Engineering Limited,Industrial Products,INE294Z01018,Capital Goods,Rubber
ANUP,The Anup Engineering Limited,Industrial Products,INE294Z01018,Capital Goods,Other Industrial Products
ANUP,The Anup Engineering Limited,Industrial Products,INE294Z01018,Capital Goods,Glass - Industrial
ANUP,The Anup Engineering Limited,Industrial Products,INE294Z01018,Capital Goods,"Aluminium, Copper & Zinc Products"
ANUP,The Anup Engineering Limited,Industrial Products,INE294Z01018,Capital Goods,Iron & Steel Products
ANUP,The Anup Engineering Limited,Industrial Products,INE294Z01018,Capital Goods,Abrasives & Bearings
ANUP,The Anup Engineering Limited,Industrial Products,INE294Z01018,Capital Goods,"Compressors, Pumps & Diesel Engines"
ANUP,The Anup Engineering Limited,Industrial Products,INE294Z01018,Capital Goods,Electrodes & Refractories
UNIVCABLES,Universal Cables Limited,Cables - Electricals,INE279A01012,,
CGPOWER,CG Power and Industrial Solutions Limited,Heavy Electrical Equipment,INE067A01029,,
QPOWER,Quality Power Electrical Equipments Limited,Heavy Electrical Equipment,INE0SII01026,,
WCIL,Western Carriers (India) Limited,Logistics Solution Provider,INE0CJF01024,,
MUTHOOTFIN,Muthoot Finance Limited,Non Banking Financial Company (NBFC),INE414G01012,,
JAYNECOIND,Jayaswal Neco Industries Limited,Iron & Steel Products,INE854B01010,,
GAEL,Gujarat Ambuja Exports Limited,Other Agricultural Products,INE036B01030,,
SUNFLAG,Sunflag Iron And Steel Company Limited,Iron & Steel Products,INE947A01014,,
LIKHITHA,Likhitha Infrastructure Limited,Civil Construction,INE060901027,,
VEEDOL,Veedol Corporation Limited,Lubricants,INE484C01030,,
INA,Insolation Energy Limited,Other Electrical Equipment,INE0LGX01024,,
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,Household Appliances,INE782A01015,Fast Moving Consumer Goods,Household Products
KHADIM,Khadim India Limited,Footwear,INE834I01025,,
GUJGASLTD,Gujarat Gas Limited,LPG/CNG/PNG/LNG Supplier,INE844O01030,,
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Other Financial Services,INE843B01013,,
IVC,IL&FS Investment Managers Limited,Asset Management Company,INE050B01023,,
LUMAXTECH,Lumax Auto Technologies Limited,Auto Components & Equipments,INE872H01027,Automobile and Auto Components,Auto Components & Equipments
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,INE711A01022,Capital Goods,Cables - Electricals
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,INE711A01022,Capital Goods,Castings & Forgings
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,INE711A01022,Capital Goods,Packaging
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,INE711A01022,Capital Goods,Plastic Products - Industrial
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,INE711A01022,Capital Goods,Rubber
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,INE711A01022,Capital Goods,Other Industrial Products
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,INE711A01022,Capital Goods,Glass - Industrial
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,INE711A01022,Capital Goods,"Aluminium, Copper & Zinc Products"
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,INE711A01022,Capital Goods,Iron & Steel Products
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,INE711A01022,Capital Goods,Abrasives & Bearings
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,INE711A01022,Capital Goods,"Compressors, Pumps & Diesel Engines"
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,INE711A01022,Capital Goods,Electrodes & Refractories
XTGLOBAL,Xtglobal Infotech Limited,Computers - Software & Consulting,INE547B01028,,
CUPID,Cupid Limited,Personal Care,INE509F01029,Fast Moving Consumer Goods,Personal Care
AAATECH,AAA Technologies Limited,Consulting Services,INE0D0U01013,,
IZMO,IZMO Limited,IT Enabled Services,INE848A01014,,
ASIANHOTNR,Asian Hotels (North) Limited,Hotels & Resorts,INE363A01022,,
MARSONS,Marsons Limited,Heavy Electrical Equipment,INE415B01044,,
V2RETAIL,V2 Retail Limited,Speciality Retail,INE945H01021,,
MAHSEAMLES,Maharashtra Seamless Limited,Iron & Steel Products,INE271B01025,,
AJMERA,Ajmera Realty & Infra India Limited,Residential Commercial Projects,INE298G01035,,
AJANTPHARM,Ajanta Pharma Limited,Pharmaceuticals,INE031B01049,Healthcare,Pharmaceuticals
SIGACHI,Sigachi Industries Limited,Pharmaceuticals,INE0D0K01022,Healthcare,Pharmaceuticals
INDIAGLYCO,India Glycols Limited,Breweries & Distilleries,INE560A01023,,
EMIL,Electronics Mart India Limited,Diversified Retail,INE02YR01019,Metals & Mining,Diversified Metals
DWARKESH,Dwarikesh Sugar Industries Limited,Sugar,INE366A01041,,
AYE,Aye Finance Limited,Non Banking Financial Company (NBFC),INE501X01029,,
INDSWFTLAB,Ind-Swift Laboratories Limited,Pharmaceuticals,INE915B01019,Healthcare,Pharmaceuticals
AARVI,Aarvi Encon Limited,Diversified Commercial Services,INE754X01016,Metals & Mining,Diversified Metals
FACT,Fertilizers and Chemicals Travancore Limited,Fertilizers,INE188A01015,Chemicals,Fertilizers
KSB,Ksb Limited,Compressors Pumps & Diesel Engines,INE999A01023,,
BANSWRAS,Banswara Syntex Limited,Other Textile Products,INE629D01020,,
MAYURUNIQ,Mayur Uniquoters Ltd,Leather And Leather Products,INE040D01038,,
PFS,PTC India Financial Services Limited,Non Banking Financial Company (NBFC),INE560K01014,,
SYNCOMF,Syncom Formulations (India) Limited,Pharmaceuticals,INE312C01025,Healthcare,Pharmaceuticals
HARSHA,Harsha Engineers International Limited,Other Industrial Products,INE0JUS01029,,
SHARDAMOTR,Sharda Motor Industries Limited,Auto Components & Equipments,INE597I01028,Automobile and Auto Components,Auto Components & Equipments
PARSVNATH,Parsvnath Developers Limited,Residential Commercial Projects,INE561H01026,,
MAFATIND,Mafatlal Industries Limited,Other Textile Products,INE270B01035,,
VIKRAN,Vikran Engineering Limited,Civil Construction,INE01R501028,,
ORIENTTECH,Orient Technologies Limited,IT Enabled Services,INE0PPK01015,,
RELAXO,Relaxo Footwears Limited,Footwear,INE131B01039,,
DCW,DCW Limited,Petrochemicals,INE500A01029,Chemicals,Commodity Chemicals
SMSPHARMA,SMS Pharmaceuticals Limited,Pharmaceuticals,INE812G01025,Healthcare,Pharmaceuticals
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,INE221B01012,Capital Goods,Cables - Electricals
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,INE221B01012,Capital Goods,Castings & Forgings
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,INE221B01012,Capital Goods,Packaging
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,INE221B01012,Capital Goods,Plastic Products - Industrial
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,INE221B01012,Capital Goods,Rubber
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,INE221B01012,Capital Goods,Other Industrial Products
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,INE221B01012,Capital Goods,Glass - Industrial
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,INE221B01012,Capital Goods,"Aluminium, Copper & Zinc Products"
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,INE221B01012,Capital Goods,Iron & Steel Products
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,INE221B01012,Capital Goods,Abrasives & Bearings
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,INE221B01012,Capital Goods,"Compressors, Pumps & Diesel Engines"
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,INE221B01012,Capital Goods,Electrodes & Refractories
TSFINV,TSF INVESTMENTS LIMITED,Investment Company,INE202Z01029,,
SEDEMAC,SEDEMAC Mechatronics Limited,Auto Components & Equipments,INE00XB01019,Automobile and Auto Components,Auto Components & Equipments
SKMEGGPROD,SKM Egg Products Export (India) Limited,Meat Products including Poultry,INE411D01023,,
CAPINVIT,Capital Infra Trust,Civil Construction,INE0Z8Z23013,,
UYFINCORP,U. Y. Fincorp Limited,Non Banking Financial Company (NBFC),INE152C01025,,
SOLARINDS,Solar Industries India Limited,Explosives,INE343H01029,,
APOLLO,Apollo Micro Systems Limited,Aerospace & Defense,INE713T01028,Capital Goods,Aerospace & Defense
BDL,Bharat Dynamics Limited,Aerospace & Defense,INE171Z01026,Capital Goods,Aerospace & Defense
IIFL,IIFL Finance Limited,Non Banking Financial Company (NBFC),INE530B01024,,
RICOAUTO,Rico Auto Industries Limited,Auto Components & Equipments,INE209B01025,Automobile and Auto Components,Auto Components & Equipments
WOCKPHARMA,Wockhardt Limited,Pharmaceuticals,INE049B01025,Healthcare,Pharmaceuticals
GLENMARK,Glenmark Pharmaceuticals Limited,Pharmaceuticals,INE935A01035,Healthcare,Pharmaceuticals
POLYPLEX,Polyplex Corporation Limited,Packaging,INE633B01018,,
SWIGGY,Swiggy Limited,E-Retail/ E-Commerce,INE00H001014,,
MARATHON,Marathon Nextgen Realty Limited,Residential Commercial Projects,INE182D01020,,
JUSTDIAL,Just Dial Limited,Internet & Catalogue Retail,INE599M01018,,
ARVINDFASN,Arvind Fashions Limited,Speciality Retail,INE955V01021,,
MEESHO,Meesho Limited,E-Retail/ E-Commerce,INE0VDM01015,,
DCI,Dc Infotech And Communication Limited,Computers - Software & Consulting,INE0A1101019,,
DSSL,Dynacons Systems & Solutions Limited,IT Enabled Services,INE417B01040,,
POCL,Pondy Oxides & Chemicals Limited,Diversified Metals,INE063E01053,Metals & Mining,Diversified Metals
MOTHERSON,Samvardhana Motherson International Limited,Auto Components & Equipments,INE775A01035,Automobile and Auto Components,Auto Components & Equipments
CAPACITE,Capacit'e Infraprojects Limited,Civil Construction,INE264T01014,,
NESTLEIND,Nestle India Limited,Packaged Foods,INE239A01024,,
SCHAEFFLER,Schaeffler India Limited,Auto Components & Equipments,INE513A01022,Automobile and Auto Components,Auto Components & Equipments
HIKAL,Hikal Limited,Pharmaceuticals,INE475B01022,Healthcare,Pharmaceuticals
IONEXCHANG,ION Exchange (India) Limited,Water Supply & Management,INE570A01022,,
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Fertilizers,INE085A01013,Chemicals,Fertilizers
SYRMA,Syrma SGS Technology Limited,Industrial Products,INE0DYJ01015,Capital Goods,Cables - Electricals
SYRMA,Syrma SGS Technology Limited,Industrial Products,INE0DYJ01015,Capital Goods,Castings & Forgings
SYRMA,Syrma SGS Technology Limited,Industrial Products,INE0DYJ01015,Capital Goods,Packaging
SYRMA,Syrma SGS Technology Limited,Industrial Products,INE0DYJ01015,Capital Goods,Plastic Products - Industrial
SYRMA,Syrma SGS Technology Limited,Industrial Products,INE0DYJ01015,Capital Goods,Rubber
SYRMA,Syrma SGS Technology Limited,Industrial Products,INE0DYJ01015,Capital Goods,Other Industrial Products
SYRMA,Syrma SGS Technology Limited,Industrial Products,INE0DYJ01015,Capital Goods,Glass - Industrial
SYRMA,Syrma SGS Technology Limited,Industrial Products,INE0DYJ01015,Capital Goods,"Aluminium, Copper & Zinc Products"
SYRMA,Syrma SGS Technology Limited,Industrial Products,INE0DYJ01015,Capital Goods,Iron & Steel Products
SYRMA,Syrma SGS Technology Limited,Industrial Products,INE0DYJ01015,Capital Goods,Abrasives & Bearings
SYRMA,Syrma SGS Technology Limited,Industrial Products,INE0DYJ01015,Capital Goods,"Compressors, Pumps & Diesel Engines"
SYRMA,Syrma SGS Technology Limited,Industrial Products,INE0DYJ01015,Capital Goods,Electrodes & Refractories
NATCOPHARM,Natco Pharma Limited,Pharmaceuticals,INE987B01026,Healthcare,Pharmaceuticals
LGEINDIA,LG Electronics India Limited,Household Appliances,INE324D01010,Fast Moving Consumer Goods,Household Products
NITINSPIN,Nitin Spinners Limited,Other Textile Products,INE229H01012,,
SRF,SRF Limited,Specialty Chemicals,INE647A01010,,
OIL,Oil India Limited,Oil Exploration & Production,INE274J01014,,
ADANIGREEN,Adani Green Energy Limited,Power Generation,INE364U01010,,
SDBL,Som Distilleries & Breweries Limited,Breweries & Distilleries,INE480C01038,,
HEXT,Hexaware Technologies Limited,Computers - Software & Consulting,INE093A01041,,
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Hospital,INE0JO301016,,
MOTILALOFS,Motilal Oswal Financial Services Limited,Stockbroking & Allied,INE338I01027,,
ONEPOINT,One Point One Solutions Limited,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),INE840Y01029,,
MARICO,Marico Limited,Edible Oil,INE196A01026,,
RHIM,RHI MAGNESITA INDIA LIMITED,Electrodes & Refractories,INE743M01012,,
GODIGIT,Go Digit General Insurance Limited,General Insurance,INE03JT01014,,
BLS,BLS International Services Limited,Tour Travel Related Services,INE153T01027,,
IGPL,IG Petrochemicals Limited,Commodity Chemicals,INE204A01010,,
NETWEB,Netweb Technologies India Limited,IT Enabled Services,INE0NT901020,,
BRITANNIA,Britannia Industries Limited,Packaged Foods,INE216A01030,,
NTPC,NTPC Limited,Power Generation,INE733E01010,,
