symbol,company_name,sector,industry,exchange
VCL.NS,Vaxtex Cotfab Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
VINNY.NS,Vinny Overseas Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
VIPCLOTHNG.NS,VIP Clothing Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
VIVIDHA.NS,Visagar Polytex Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
VTL.NS,Vardhman Textiles Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
WEIZMANIND.NS,Weizmann Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
WELSPUNLIV.NS,Welspun Living Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
WINSOME.NS,Winsome Yarns Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
ZENITHEXPO.NS,Zenith Exports Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
ZODIACLOTH.NS,Zodiac Clothing Company Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
ABLBL.NS,Aditya Birla Lifestyle Brands Ltd.,Consumer Cyclical,Apparel - Retail,NSE
GOCOLORS.NS,Go Fashion (India) Limited,Consumer Cyclical,Apparel - Retail,NSE
HEADSUP.NS,Heads UP Ventures Limited,Consumer Cyclical,Apparel - Retail,NSE
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,Consumer Cyclical,Apparel - Retail,NSE
MANYAVAR.NS,Vedant Fashions Limited,Consumer Cyclical,Apparel - Retail,NSE
MUFTI.NS,Credo Brands Marketing L,Consumer Cyclical,Apparel - Retail,NSE
SSDL.NS,Saraswati Saree Depot Ltd.,Consumer Cyclical,Apparel - Retail,NSE
STYLEBAAZA.NS,Baazar Style Retail Ltd.,Consumer Cyclical,Apparel - Retail,NSE
TRENT.NS,Trent Limited,Consumer Cyclical,Apparel - Retail,NSE
V2RETAIL.NS,V2 Retail Limited,Consumer Cyclical,Apparel - Retail,NSE
CARTRADE.NS,CarTrade Tech Limited,Consumer Cyclical,Auto - Dealerships,NSE
LANDMARK.NS,Landmark Cars Limited,Consumer Cyclical,Auto - Dealerships,NSE
PVSL.NS,Popular Vehicles and Services Limited,Consumer Cyclical,Auto - Dealerships,NSE
ATHERENERG.NS,Ather Energy Ltd.,Consumer Cyclical,Auto - Manufacturers,NSE
ATULAUTO.NS,Atul Auto Limited,Consumer Cyclical,Auto - Manufacturers,NSE
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,Auto - Manufacturers,NSE
EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,Auto - Manufacturers,NSE
FORCEMOT.NS,Force Motors Limited,Consumer Cyclical,Auto - Manufacturers,NSE
HEROMOTOCO.NS,Hero MotoCorp Limited,Consumer Cyclical,Auto - Manufacturers,NSE
HINDMOTORS.NS,Hindustan Motors Limited,Consumer Cyclical,Auto - Manufacturers,NSE
HYUNDAI.NS,Hyundai Motor India Ltd.,Consumer Cyclical,Auto - Manufacturers,NSE
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto - Manufacturers,NSE
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,Auto - Manufacturers,NSE
OLAELEC.NS,Ola Electric Mobility Limited,Consumer Cyclical,Auto - Manufacturers,NSE
OLECTRA.NS,Olectra Greentech Limited,Consumer Cyclical,Auto - Manufacturers,NSE
SMLMAH.NS,Sml Mahindra Ltd.,Consumer Cyclical,Auto - Manufacturers,NSE
TMCV.NS,Tata Motors Ltd.,Consumer Cyclical,Auto - Manufacturers,NSE
TMPV.NS,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,Auto - Manufacturers,NSE
TUNWAL.NS,Tunwal E-Motors Ltd.,Consumer Cyclical,Auto - Manufacturers,NSE
TVSMOTOR.NS,TVS Motor Company Limited,Consumer Cyclical,Auto - Manufacturers,NSE
APOLLOTYRE.NS,Apollo Tyres Limited,Consumer Cyclical,Auto - Parts,NSE
ASAHIINDIA.NS,Asahi India Glass Limited,Consumer Cyclical,Auto - Parts,NSE
ASAL.NS,Automotive Stampings and Assemblies Limited,Consumer Cyclical,Auto - Parts,NSE
ASKAUTOLTD.NS,ASK Automotive Limited,Consumer Cyclical,Auto - Parts,NSE
AUTOAXLES.NS,Automotive Axles Limited,Consumer Cyclical,Auto - Parts,NSE
AUTOIND.NS,Autoline Industries Limited,Consumer Cyclical,Auto - Parts,NSE
BALKRISIND.NS,Balkrishna Industries Limited,Consumer Cyclical,Auto - Parts,NSE
BANCOINDIA.NS,Banco Products (India) Limited,Consumer Cyclical,Auto - Parts,NSE
BELRISE.NS,Belrise Industries Ltd.,Consumer Cyclical,Auto - Parts,NSE
BHARATFORG.NS,Bharat Forge Limited,Consumer Cyclical,Auto - Parts,NSE
BHARATGEAR.NS,Bharat Gears Limited,Consumer Cyclical,Auto - Parts,NSE
BHARATSE.NS,Bharat Seats Ltd.,Consumer Cyclical,Auto - Parts,NSE
BOSCHLTD.NS,Bosch Limited,Consumer Cyclical,Auto - Parts,NSE
CARRARO.NS,Carraro India Ltd.,Consumer Cyclical,Auto - Parts,NSE
CEATLTD.NS,CEAT Limited,Consumer Cyclical,Auto - Parts,NSE
CIEINDIA.NS,CIE Automotive India Limited,Consumer Cyclical,Auto - Parts,NSE
CRAFTSMAN.NS,Craftsman Automation Limited,Consumer Cyclical,Auto - Parts,NSE
DIVGIITTS.NS,Divgi TorqTransfer Systems Limited,Consumer Cyclical,Auto - Parts,NSE
DYNAMATECH.NS,Dynamatic Technologies Limited,Consumer Cyclical,Auto - Parts,NSE
ELGIRUBCO.NS,Elgi Rubber Company Limited,Consumer Cyclical,Auto - Parts,NSE
ENDURANCE.NS,Endurance Technologies Limited,Consumer Cyclical,Auto - Parts,NSE
EXIDEIND.NS,Exide Industries Limited,Consumer Cyclical,Auto - Parts,NSE
FIEMIND.NS,Fiem Industries Limited,Consumer Cyclical,Auto - Parts,NSE
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited,Consumer Cyclical,Auto - Parts,NSE
GABRIEL.NS,Gabriel India Limited,Consumer Cyclical,Auto - Parts,NSE
GNA.NS,G N A Axles Limited,Consumer Cyclical,Auto - Parts,NSE
GRPLTD.NS,GRP Limited,Consumer Cyclical,Auto - Parts,NSE
HINDCOMPOS.NS,Hindustan Composites Limited,Consumer Cyclical,Auto - Parts,NSE
HITECHGEAR.NS,The Hi-Tech Gears Limited,Consumer Cyclical,Auto - Parts,NSE
IGARASHI.NS,Igarashi Motors India Limited,Consumer Cyclical,Auto - Parts,NSE
IMPAL.NS,India Motor Parts & Accessories Limited,Consumer Cyclical,Auto - Parts,NSE
INDNIPPON.NS,India Nippon Electricals Limited,Consumer Cyclical,Auto - Parts,NSE
JAMNAAUTO.NS,Jamna Auto Industries Limited,Consumer Cyclical,Auto - Parts,NSE
JAYBARMARU.NS,Jay Bharat Maruti Limited,Consumer Cyclical,Auto - Parts,NSE
JBMA.NS,JBM Auto Limited,Consumer Cyclical,Auto - Parts,NSE
JKTYRE.NS,JK Tyre & Industries Limited,Consumer Cyclical,Auto - Parts,NSE
JMA.NS,Jullundur Motor Agency (Delhi) Limited,Consumer Cyclical,Auto - Parts,NSE
JTEKTINDIA.NS,JTEKT India Limited,Consumer Cyclical,Auto - Parts,NSE
KALYANIFRG.NS,Kalyani Forge Limited,Consumer Cyclical,Auto - Parts,NSE
KROSS.NS,Kross Ltd.,Consumer Cyclical,Auto - Parts,NSE
LGBBROSLTD.NS,L.G. Balakrishnan & Bros Limited,Consumer Cyclical,Auto - Parts,NSE
LUMAXIND.NS,Lumax Industries Limited,Consumer Cyclical,Auto - Parts,NSE
LUMAXTECH.NS,Lumax Auto Technologies Limited,Consumer Cyclical,Auto - Parts,NSE
MAHSCOOTER.NS,Maharashtra Scooters Ltd.,Consumer Cyclical,Auto - Parts,NSE
MENONBE.NS,Menon Bearings Limited,Consumer Cyclical,Auto - Parts,NSE
MINDACORP.NS,Minda Corporation Limited,Consumer Cyclical,Auto - Parts,NSE
MOTHERSON.NS,Samvardhana Motherson International Limited,Consumer Cyclical,Auto - Parts,NSE
MRF.NS,MRF Limited,Consumer Cyclical,Auto - Parts,NSE
MSUMI.NS,Motherson Sumi Wiring India Limited,Consumer Cyclical,Auto - Parts,NSE
MUNJALAU.NS,Munjal Auto Industries Limited,Consumer Cyclical,Auto - Parts,NSE
MUNJALSHOW.NS,Munjal Showa Limited,Consumer Cyclical,Auto - Parts,NSE
NDRAUTO.NS,NDR Auto Components Limited,Consumer Cyclical,Auto - Parts,NSE
NRBBEARING.NS,NRB Bearings Limited,Consumer Cyclical,Auto - Parts,NSE
OMAXAUTO.NS,Omax Autos Limited,Consumer Cyclical,Auto - Parts,NSE
PAVNAIND.NS,Pavna Industries Limited,Consumer Cyclical,Auto - Parts,NSE
PPAP.NS,PPAP Automotive Limited,Consumer Cyclical,Auto - Parts,NSE
PRECAM.NS,Precision Camshafts Limited,Consumer Cyclical,Auto - Parts,NSE
PRICOLLTD.NS,Pricol Limited,Consumer Cyclical,Auto - Parts,NSE
PRITIKA.NS,Pritika Engineering Components Ltd.,Consumer Cyclical,Auto - Parts,NSE
RACLGEAR.NS,RACL Geartech Ltd.,Consumer Cyclical,Auto - Parts,NSE
RANEHOLDIN.NS,Rane Holdings Limited,Consumer Cyclical,Auto - Parts,NSE
REMSONSIND.NS,Remsons Industries Limited,Consumer Cyclical,Auto - Parts,NSE
RICOAUTO.NS,Rico Auto Industries Limited,Consumer Cyclical,Auto - Parts,NSE
RML.NS,Rane (Madras) Limited,Consumer Cyclical,Auto - Parts,NSE
SANDHAR.NS,Sandhar Technologies Limited,Consumer Cyclical,Auto - Parts,NSE
SCHAEFFLER.NS,Schaeffler India Limited,Consumer Cyclical,Auto - Parts,NSE
SETCO.NS,Setco Automotive Limited,Consumer Cyclical,Auto - Parts,NSE
SHARDAMOTR.NS,Sharda Motor Industries Limited,Consumer Cyclical,Auto - Parts,NSE
SHIVAMAUTO.NS,Shivam Autotech Limited,Consumer Cyclical,Auto - Parts,NSE
SHRIPISTON.NS,Shriram Pistons & Rings Limited,Consumer Cyclical,Auto - Parts,NSE
SINTERCOM.NS,Sintercom India Limited,Consumer Cyclical,Auto - Parts,NSE
SJS.NS,S.J.S. Enterprises Limited,Consumer Cyclical,Auto - Parts,NSE
SONACOMS.NS,Sona BLW Precision Forgings Limited,Consumer Cyclical,Auto - Parts,NSE
SSWL.NS,Steel Strips Wheels Limited,Consumer Cyclical,Auto - Parts,NSE
SUBROS.NS,Subros Limited,Consumer Cyclical,Auto - Parts,NSE
SUNDRMBRAK.NS,Sundaram Brake Linings Limited,Consumer Cyclical,Auto - Parts,NSE
SUNDRMFAST.NS,Sundram Fasteners Limited,Consumer Cyclical,Auto - Parts,NSE
SUPRAJIT.NS,Suprajit Engineering Limited,Consumer Cyclical,Auto - Parts,NSE
SWARAJENG.NS,Swaraj Engines Limited,Consumer Cyclical,Auto - Parts,NSE
TALBROAUTO.NS,Talbros Automotive Components Limited,Consumer Cyclical,Auto - Parts,NSE
TCL.NS,Thaai Casting Ltd.,Consumer Cyclical,Auto - Parts,NSE
TOLINS.NS,Tolins Tyres Ltd.,Consumer Cyclical,Auto - Parts,NSE
TVSHLTD.NS,TVS Holdings Limited,Consumer Cyclical,Auto - Parts,NSE
TVSSRICHAK.NS,TVS Srichakra Limited,Consumer Cyclical,Auto - Parts,NSE
UCAL.NS,Ucal Ltd.,Consumer Cyclical,Auto - Parts,NSE
UNOMINDA.NS,UNO Minda Limited,Consumer Cyclical,Auto - Parts,NSE
URAVIDEF.NS,Uravi Defence & Technology Ltd.,Consumer Cyclical,Auto - Parts,NSE
VARROC.NS,Varroc Engineering Limited,Consumer Cyclical,Auto - Parts,NSE
VIAZ.NS,Viaz Tyres Ltd.,Consumer Cyclical,Auto - Parts,NSE
WHEELS.NS,Wheels India Limited,Consumer Cyclical,Auto - Parts,NSE
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,Consumer Cyclical,Auto - Parts,NSE
FEL.NS,Future Enterprises Limited,Consumer Cyclical,Department Stores,NSE
OSIAHYPER.NS,Osia Hyper Retail Limited,Consumer Cyclical,Department Stores,NSE
PATELRMART.NS,Patel Retail Ltd.,Consumer Cyclical,Department Stores,NSE
SHOPERSTOP.NS,Shoppers Stop Limited,Consumer Cyclical,Department Stores,NSE
SPENCERS.NS,Spencer's Retail Limited,Consumer Cyclical,Department Stores,NSE
VMART.NS,V-Mart Retail Limited,Consumer Cyclical,Department Stores,NSE
VMM.NS,Vishal Mega Mart Ltd.,Consumer Cyclical,Department Stores,NSE
ADL.NS,Archidply Decor Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
AIROLAM.NS,Airo Lam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
AMBER.NS,Amber Enterprises India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
AVROIND.NS,Avro India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
BAJAJELEC.NS,Bajaj Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
BOROLTD.NS,Borosil Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
BOSCH-HCIL.NS,Bosch Home Comfort India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
CARYSIL.NS,Carysil Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
CELLECOR.NS,Cellecor Gadgets Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
CELLO.NS,Cello World Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
CELLPOINT.NS,Cell Point (India) Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
EUREKAFORB.NS,Eureka Forbes Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
FOCUS.NS,Focus Lighting and Fixtures Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
FONEBOX.NS,Fonebox Retail Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
GREENCHEF.NS,Greenchef Appliances Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
GREENLAM.NS,Greenlam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
HINDWAREAP.NS,Hindware Home Innovation Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
IFBIND.NS,IFB Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
KHAITANLTD.NS,Khaitan (India) Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
LAOPALA.NS,La Opala RG Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
MIRCELECTR.NS,MIRC Electronics Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
NEWJAISA.NS,Newjaisa Technologies Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
NILKAMAL.NS,Nilkamal Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
ORIENTELEC.NS,Orient Electric Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
PARIN.NS,Parin Enterprises Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
PILITA.NS,Pil Italica Lifestyle Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
PRITI.NS,Priti International Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
PULZ.NS,Pulz Electronics Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
RUSHIL.NS,Rushil Décor Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
SFL.NS,Sheela Foam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
SONAMLTD.NS,Sonam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
STANLEY.NS,Stanley Lifestyles Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
STOVEKRAFT.NS,Stove Kraft Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
STYLAMIND.NS,Stylam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
SYMPHONY.NS,Symphony Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
TTKPRESTIG.NS,TTK Prestige Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
WAKEFIT.NS,Wakefit Innovations Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
WEL.NS,Wonder Electricals Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
WHIRLPOOL.NS,Whirlpool of India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE
DELTACORP.NS,Delta Corp Limited,Consumer Cyclical,"Gambling, Resorts & Casinos",NSE
ITCHOTELS.NS,ITC Hotels Ltd,Consumer Cyclical,"Gambling, Resorts & Casinos",NSE
MHRIL.NS,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,"Gambling, Resorts & Casinos",NSE
SHANKARA.NS,Shankara Building Products Limited,Consumer Cyclical,Home Improvement,NSE
URBANCO.NS,Urban Company Limited,Consumer Cyclical,Home Improvement,NSE
ATLASCYCLE.NS,Atlas Cycles (Haryana) Limited,Consumer Cyclical,Leisure,NSE
PRAMARA.NS,Pramara Promotions Ltd.,Consumer Cyclical,Leisure,NSE
WONDERLA.NS,Wonderla Holidays Limited,Consumer Cyclical,Leisure,NSE
BLUESTONE.NS,Bluestone Jewellery & Lifestyle Ltd.,Consumer Cyclical,Luxury Goods,NSE
DPABHUSHAN.NS,D. P. Abhushan Limited,Consumer Cyclical,Luxury Goods,NSE
ETHOSLTD.NS,Ethos Limited,Consumer Cyclical,Luxury Goods,NSE
GOLDIAM.NS,Goldiam International Limited,Consumer Cyclical,Luxury Goods,NSE
KALYANKJIL.NS,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,NSE
KANANIIND.NS,Kanani Industries Limited,Consumer Cyclical,Luxury Goods,NSE
KDDL.NS,KDDL Limited,Consumer Cyclical,Luxury Goods,NSE
LGHL.NS,Laxmi Goldorna House Ltd,Consumer Cyclical,Luxury Goods,NSE
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,Consumer Cyclical,Luxury Goods,NSE
MOKSH.NS,Moksh Ornaments Limited,Consumer Cyclical,Luxury Goods,NSE
MOTISONS.NS,Motisons Jewellers Ltd,Consumer Cyclical,Luxury Goods,NSE
MVGJL.NS,Manoj Vaibhav Gems 'N' Jewellers Limited,Consumer Cyclical,Luxury Goods,NSE
PCJEWELLER.NS,PC Jeweller Limited,Consumer Cyclical,Luxury Goods,NSE
PNGJL.NS,P. N. Gadgil Jewellers Ltd.,Consumer Cyclical,Luxury Goods,NSE
RADHIKAJWE.NS,Radhika Jeweltech Limited,Consumer Cyclical,Luxury Goods,NSE
RAJESHEXPO.NS,Rajesh Exports Limited,Consumer Cyclical,Luxury Goods,NSE
RBZJEWEL.NS,RBZ Jewellers Limited,Consumer Cyclical,Luxury Goods,NSE
RGL.NS,Renaissance Global Limited,Consumer Cyclical,Luxury Goods,NSE
SENCO.NS,Senco Gold Limited,Consumer Cyclical,Luxury Goods,NSE
SHANTIGOLD.NS,Shanti Gold Internation L,Consumer Cyclical,Luxury Goods,NSE
SILGO.NS,Silgo Retail Limited,Consumer Cyclical,Luxury Goods,NSE
SKYGOLD.NS,Sky Gold Limited,Consumer Cyclical,Luxury Goods,NSE
TBZ.NS,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical,Luxury Goods,NSE
THANGAMAYL.NS,Thangamayil Jewellery Limited,Consumer Cyclical,Luxury Goods,NSE
TITAN.NS,Titan Company Limited,Consumer Cyclical,Luxury Goods,NSE
VAIBHAVGBL.NS,Vaibhav Global Limited,Consumer Cyclical,Luxury Goods,NSE
ABCOTS.NS,AB Cotspin India Ltd.,Consumer Cyclical,Manufacturing - Textiles,NSE
BELLACASA.NS,Bella Casa Fashion & Retail Ltd.,Consumer Cyclical,Manufacturing - Textiles,NSE
BORANA.NS,Borana Weaves Ltd.,Consumer Cyclical,Manufacturing - Textiles,NSE
PASHUPATI.NS,Pashupati Cotspin Ltd.,Consumer Cyclical,Manufacturing - Textiles,NSE
RNBDENIMS.NS,R&B Denims Ltd,Consumer Cyclical,Manufacturing - Textiles,NSE
SANATHAN.NS,Sanathan Textiles Ltd.,Consumer Cyclical,Manufacturing - Textiles,NSE
SHEKHAWATI.NS,Shekhawati Industries Ltd.,Consumer Cyclical,Manufacturing - Textiles,NSE
VGL.NS,Varvee Global Ltd.,Consumer Cyclical,Manufacturing - Textiles,NSE
AERONEU.NS,Aeroflex Neu Limited,Consumer Cyclical,Packaging & Containers,NSE
AMDIND.NS,AMD Industries Limited,Consumer Cyclical,Packaging & Containers,NSE
ANTGRAPHIC.NS,Antarctica Limited,Consumer Cyclical,Packaging & Containers,NSE
ARROWGREEN.NS,Arrow Greentech Limited,Consumer Cyclical,Packaging & Containers,NSE
BALAJEE.NS,Shree Tirupati Balajee Agro Trading Co. Ltd.,Consumer Cyclical,Packaging & Containers,NSE
BALKRISHNA.NS,Balkrishna Paper Mills Limited,Consumer Cyclical,Packaging & Containers,NSE
BBTCL.NS,B&B Triplewall Containers Limited,Consumer Cyclical,Packaging & Containers,NSE
BORORENEW.NS,Borosil Renewables Limited,Consumer Cyclical,Packaging & Containers,NSE
BOROSCI.NS,Borosil Scientific Ltd.,Consumer Cyclical,Packaging & Containers,NSE
COMSYN.NS,Commercial Syn Bags Limited,Consumer Cyclical,Packaging & Containers,NSE
COSMOFIRST.NS,Cosmo First Limited,Consumer Cyclical,Packaging & Containers,NSE
DKEGL.NS,D.K. Enterprises Global Ltd.,Consumer Cyclical,Packaging & Containers,NSE
EMMBI.NS,Emmbi Industries Limited,Consumer Cyclical,Packaging & Containers,NSE
EPL.NS,EPL Limited,Consumer Cyclical,Packaging & Containers,NSE
HITECHCORP.NS,Hitech Corporation Limited,Consumer Cyclical,Packaging & Containers,NSE
HUHTAMAKI.NS,Huhtamaki India Limited,Consumer Cyclical,Packaging & Containers,NSE
KANPRPLA.NS,Kanpur Plastipack Limited,Consumer Cyclical,Packaging & Containers,NSE
KSHITIJPOL.NS,Kshitij Polyline Limited,Consumer Cyclical,Packaging & Containers,NSE
MEGAFLEX.NS,Mega Flex Plastics Ltd.,Consumer Cyclical,Packaging & Containers,NSE
MOLDTKPAC.NS,Mold-Tek Packaging Limited,Consumer Cyclical,Packaging & Containers,NSE
NAHARPOLY.NS,Nahar Poly Films Limited,Consumer Cyclical,Packaging & Containers,NSE
ORICONENT.NS,Oricon Enterprises Limited,Consumer Cyclical,Packaging & Containers,NSE
ORIENTLTD.NS,Orient Press Limited,Consumer Cyclical,Packaging & Containers,NSE
PEARLPOLY.NS,Pearl Polymers Limited,Consumer Cyclical,Packaging & Containers,NSE
PURVFLEXI.NS,Purv Flexipack Ltd.,Consumer Cyclical,Packaging & Containers,NSE
PYRAMID.NS,Pyramid Technoplast Limited,Consumer Cyclical,Packaging & Containers,NSE
RPPL.NS,Rajshree Polypack Limited,Consumer Cyclical,Packaging & Containers,NSE
SABAR.NS,Sabar Flex India Ltd.,Consumer Cyclical,Packaging & Containers,NSE
SHREERAMA.NS,Shree Rama Multi-Tech Limited,Consumer Cyclical,Packaging & Containers,NSE
TCPLPACK.NS,TCPL Packaging Limited,Consumer Cyclical,Packaging & Containers,NSE
TIMETECHNO.NS,Time Technoplast Limited,Consumer Cyclical,Packaging & Containers,NSE
TIRUPATI.NS,Shree Tirupati Balajee FIBC Ltd.,Consumer Cyclical,Packaging & Containers,NSE
TOKYOPLAST.NS,Tokyo Plast International Limited,Consumer Cyclical,Packaging & Containers,NSE
TPLPLASTEH.NS,TPL Plastech Limited,Consumer Cyclical,Packaging & Containers,NSE
UFLEX.NS,Uflex Limited,Consumer Cyclical,Packaging & Containers,NSE
UMA.NS,Uma Converter Ltd.,Consumer Cyclical,Packaging & Containers,NSE
WORTHPERI.NS,Worth Peripherals Limited,Consumer Cyclical,Packaging & Containers,NSE
SHUBHLAXMI.NS,Shubhlaxmi Jewel Art Ltd.,Consumer Cyclical,Personal Products & Services,NSE
CHAVDA.NS,Chavda Infra Ltd.,Consumer Cyclical,Residential Construction,NSE
COFFEEDAY.NS,Coffee Day Enterprises Limited,Consumer Cyclical,Restaurants,NSE
DANGEE.NS,Dangee Dums Limited,Consumer Cyclical,Restaurants,NSE
DEVYANI.NS,Devyani International Limited,Consumer Cyclical,Restaurants,NSE
JUBLFOOD.NS,Jubilant FoodWorks Limited,Consumer Cyclical,Restaurants,NSE
RBA.NS,Restaurant Brands Asia Limited,Consumer Cyclical,Restaurants,NSE
SAPPHIRE.NS,Sapphire Foods India Limited,Consumer Cyclical,Restaurants,NSE
SPECIALITY.NS,Speciality Restaurants Limited,Consumer Cyclical,Restaurants,NSE
UFBL.NS,United Foodbrands Ltd.,Consumer Cyclical,Restaurants,NSE
WESTLIFE.NS,Westlife Foodworld Limited,Consumer Cyclical,Restaurants,NSE
ARCHIES.NS,Archies Limited,Consumer Cyclical,Specialty Retail,NSE
AVL.NS,Aditya Vision Ltd.,Consumer Cyclical,Specialty Retail,NSE
DENTALKART.NS,Vasa Denticity Ltd.,Consumer Cyclical,Specialty Retail,NSE
DIGIDRIVE.NS,Digidrive Distributors Limited,Consumer Cyclical,Specialty Retail,NSE
EMIL.NS,Electronics Mart India Limited,Consumer Cyclical,Specialty Retail,NSE
ISFT.NS,IntraSoft Technologies Limited,Consumer Cyclical,Specialty Retail,NSE
MEESHO.NS,Meesho Ltd.,Consumer Cyclical,Specialty Retail,NSE
NYKAA.NS,FSN E-Commerce Ventures Limited,Consumer Cyclical,Specialty Retail,NSE
PRAXIS.NS,Praxis Home Retail Limited,Consumer Cyclical,Specialty Retail,NSE
RTNINDIA.NS,RattanIndia Enterprises Limited,Consumer Cyclical,Specialty Retail,NSE
SWIGGY.NS,Swiggy Limited,Consumer Cyclical,Specialty Retail,NSE
WOMANCART.NS,Womancart Ltd.,Consumer Cyclical,Specialty Retail,NSE
ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited,Consumer Cyclical,Travel Lodging,NSE
AHLEAST.NS,Asian Hotels (East) Limited,Consumer Cyclical,Travel Lodging,NSE
AHLWEST.NS,Asian Hotels (West) Ltd,Consumer Cyclical,Travel Lodging,NSE
APOLSINHOT.NS,Apollo Sindoori Hotels Limited,Consumer Cyclical,Travel Lodging,NSE
ASIANHOTNR.NS,Asian Hotels (North) Limited,Consumer Cyclical,Travel Lodging,NSE
BLUECOAST.NS,Blue Coast Hotels Limited,Consumer Cyclical,Travel Lodging,NSE
BRIGHOTEL.NS,Brigade Hotel Venture Ltd.,Consumer Cyclical,Travel Lodging,NSE
BYKE.NS,The Byke Hospitality Limited,Consumer Cyclical,Travel Lodging,NSE
CCHHL.NS,Country Club Hospitality & Holidays Limited,Consumer Cyclical,Travel Lodging,NSE
CHALET.NS,Chalet Hotels Limited,Consumer Cyclical,Travel Lodging,NSE
EIHAHOTELS.NS,EIH Associated Hotels Limited,Consumer Cyclical,Travel Lodging,NSE
EIHOTEL.NS,EIH Limited,Consumer Cyclical,Travel Lodging,NSE
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,Consumer Cyclical,Travel Lodging,NSE
